id,siteID,year,icemoved,timemoved,breakup,Impact Based Flood Severity,firstboat,unsafeman,unsafeveh,typeveh,lastice,remarks,Initial Forecast Start Date,Initial Forecast End Date,qualityFlag,internalNotes
583,Kotzebue Sound at Kotzebue,1972,1972-06-01,,,,1972-06-19,1972-05-30,1972-05-22,Snowmachine,1972-06-21,,,,,
721,Norton Sound at Elim,1972,1972-06-01,,,,1972-06-09,1972-06-01,1972-05-31,Snowmachine,1972-06-16,,,,,
734,Norton Sound at Nome,1972,,,,,,1972-05-15,1972-05-12,Snowmachine,,,,,,
799,Norton Sound at Unalakleet,1972,1972-06-01,,,,1972-06-09,1972-06-01,1972-05-23,All,1972-06-15,,,,,
802,Quinahak River nr Elim,1972,1972-06-04,,,,1972-06-09,1972-06-01,1972-05-31,Snowmachine,1972-06-16,,,,,
855,Selawik River at Selawik,1972,1972-05-30,,,,1972-05-30,1972-05-29,1972-05-25,Snowmobile,1972-05-30,,,,,
899,Snake River at Nome,1972,,,,,,1972-05-09,1972-05-03,Snowmachine,,,,,,
926,Squirrel River nr Kiana,1972,1972-05-22,,,,1972-05-29,1972-05-20,1972-05-15,Snowmobile,1972-05-31,,,,,
939,Troutman Lake at Gambell,1972,1972-06-02,,,,,1972-05-24,1972-05-15,Snowmachine,1972-07-01,,,,,
961,Unalakleet River at Unalakleet,1972,1972-05-23,,,,,1972-05-09,1972-05-09,All,1972-05-24,,,,,
985,Wales River at Wales,1972,1972-05-24,,,,,1972-05-22,1972-05-16,Skidoos,1972-06-08,,,,,
1070,Sagavanirktok River at Prudhoe,1972,,,1972-06-02,,,,,,,,,,,
1107,Cobb Lake nr Slana,1972,,,,,,1972-06-05,,,,,,,,
1178,Copper River at Gakona,1972,1972-05-10,05:00am,1972-05-12,,,1972-05-07,,,1972-05-13,,,,,
1225,Gakona River at Gakona,1972,1972-05-10,,,,,1972-05-07,,,1972-05-13,,,,,
1258,Gulkana River nr Gakona,1972,1972-05-10,01:00pm,1972-05-12,,,1972-05-07,,,1972-05-13,,,,,
1329,Slana River nr Slana,1972,,,,,,1972-05-21,,,,,,,,
1338,Snowshoe Lake at Snowshoe Lake,1972,1972-05-27,,,,,1972-05-20,1972-05-15,Light aircraft on skis,1972-06-02,,,,,
1353,Tazlina River nr Glennallen,1972,1972-04-20,,,,,1972-04-20,,,1972-05-05,,,,,
1365,Tonsina River at Tonsina,1972,1972-05-01,,,,,1972-04-15,1972-04-15,Snowmachine,1972-05-10,,,,,
1388,Twin Lakes nr Slana,1972,,,,,,1972-06-05,,,,,,,,
1487,Beluga Lake at Homer,1972,1972-05-12,,,,,1972-05-02,1972-04-21,Auto,1972-05-24,,,,,
1583,Daniels Lake nr Kenai,1972,1972-05-03,,,,1972-05-29,1972-04-27,1972-04-27,Snowmachine,1972-05-30,,,,,
1610,Echo Lake nr Palmer,1972,,,,,,1972-05-02,1972-04-28,,1972-05-19,,,,,
1638,Eklutna Lake nr Eklutna,1972,1972-05-19,,,,,1972-05-05,1972-04-20,Car,1972-05-30,,,,,
1682,Kenai Lake at Cooper Landing,1972,1972-05-23,,,,,1972-05-01,1972-05-01,Snowmachine,1972-05-30,Ice on river never safe to walk on.  Ice all gone,,,,
1702,Kenai River at Kenai,1972,1972-05-01,,,,1972-05-03,,1972-04-17,Snowmachine,1972-05-07,,,,,
1746,Kenai River at Sterling,1972,1972-04-23,,,,,1972-04-23,1972-04-23,Any kind,1972-05-10,,,,,
1770,Lake Hood-Spenard at Anchorage,1972,1972-05-16,,,,1972-05-20,1972-05-09,1972-05-01,Aircraft,1972-05-20,,,,,
1857,Matanuska River at Palmer,1972,,,,,,,,,1972-04-14,,,,,
1894,Moose River at Sterling,1972,1972-05-05,,,,,1972-04-27,1972-04-27,Airplane,1972-05-10,,,,,
2036,Susitna River at Talkeetna,1972,,,,,1972-05-21,1972-05-07,1972-04-23,,1972-05-27,,,,,
2057,Talkeetna River at Talkeetna,1972,,,,,1972-05-21,1972-05-06,1972-04-08,,1972-05-27,,,,,
2107,Willow Creek at Willow,1972,1972-05-15,,,,1972-05-28,1972-04-20,1972-04-01,Truck and Jeep,1972-06-02,,,,,
2125,Willow Lake at Willow,1972,1972-05-10,,,,,1972-05-01,1972-04-20,,1972-05-20,,,,,
2362,Aleknagik Lake at Aleknagik,1972,1972-05-25,,,,1972-06-10,1972-05-20,1972-05-13,Sno-go,1972-06-11,We had a very late breakup this year.  Ice melted,,,,
2395,Aniak River at Aniak,1972,,,,,,,,,1972-05-11,,,,,
2434,Lake Clark at Port Alsworth,1972,,,,,,1972-05-17,1972-05-17,Snowmachines\, Airplanes,1972-06-03,Ice gon in lower end june 11.,,,,
2459,Crooked Creek at Crooked Creek,1972,,,,,,,1972-05-01,Snowmachine,,,,,,
2478,Eek Lake at Eek,1972,1972-06-07,,,,,1972-06-03,1972-05-24,Aircraft,1972-06-13,,,,,
2497,Eek River at Eek,1972,1972-05-20,,,,1972-05-21,1972-05-17,1972-05-15,Aircraft,1972-05-23,,,,,
2530,Egegik River at Egegik,1972,1972-05-13,,,,1972-05-18,1972-05-01,1972-05-01,Snowmobile,1972-05-22,,,,,
2619,Intricate Bay at Pope Vannoy Landing,1972,,,,,1972-06-01,1972-05-22,1972-05-17,Airplane,1972-06-07,,,,,
2639,Johnson River at Nunapitchuk,1972,1972-05-27,pm,,,1972-05-28,1972-05-27,1972-05-22,airplane,1972-06-08,,,,,
2666,Kanektok River at Quinhagak,1972,1972-05-16,,,,1972-05-17,1972-05-14,1972-05-07,All types,1972-05-29,,,,,
2685,Kuskokwim Bay at Quinhagak,1972,1972-04-29,,,,1972-05-18,1972-05-14,1972-04-29,All types,1972-06-01,,,,,
2714,Kuskokwim River at Akiak,1972,1972-05-12,,,,,1972-05-08,1972-05-08,Snowmachine,1972-05-25,,,,,
2750,Kuskokwim River at Aniak,1972,1972-05-19,,,,1972-05-28,1972-05-10,1972-04-26,Snowmachine,1972-05-28,,,,,
2823,Kuskokwim River at Bethel,1972,1972-05-23,,1972-05-23,,1972-05-28,1972-05-20,1972-05-17,Cars and trucks etc.,1972-05-28,,,,,
2887,Kuskokwim River at Crooked Creek,1972,1972-05-14,,,,1972-05-14,1972-05-11,,,1972-05-22,,,,,
2932,Kuskokwim River at Kalskag,1972,1972-05-16,,,,1972-05-25,1972-05-10,1972-05-10,Snowgo,1972-05-30,,,,,
2987,Kuskokwim River at McGrath,1972,,,1972-05-15,,,,,,,,,,,
3029,Kuskokwim River at Medfra,1972,1972-05-15,,,,1972-05-17,1972-05-08,1972-05-01,Snowtraveler,1972-05-18,,,,,
3039,Kuskokwim River at Napakiak,1972,1972-05-25,,,,1972-05-27,1972-05-18,1972-05-13,Snowmachine,1972-05-28,,,,,
3068,Kuskokwim River at Nikolai,1972,1972-05-08,,,,1972-05-15,1972-05-05,1972-05-02,Snowmachine\, airplane,1972-05-10,,,,,
3196,Kuskokwim River nr Tatalina,1972,1972-05-16,,,,1972-05-19,1972-05-12,1972-05-06,Snomobile,1972-05-25,,,,,
3262,Naknek River at King Salmon,1972,1972-04-29,,,,,1972-04-18,,,1972-05-27,,,,,
3344,Nushagak River at Ekwok,1972,1972-05-13,03:30pm,,,1972-05-26,1972-05-10,1972-05-09,Snowgo,1972-05-23,,,,,
3354,Nushagak River at Koliganek,1972,1972-05-05,,,,,1972-05-10,1972-05-10,Snow goes,,,,,,
3368,Packer Lake nr Ugashik,1972,,,,,,1972-05-11,1972-05-06,Light Plane,1972-05-28,,,,,
3438,Takotna River nr Tatalina,1972,1972-05-16,,,,1972-05-19,1972-05-12,1972-05-06,Snowmobile,1972-05-23,,,,,
3466,Ugashik River at Ugashik,1972,1972-05-19,,,,1972-05-26,1972-05-09,1972-05-02,Light Plane,1972-05-30,,,,,
3484,Wood River at Aleknagik,1972,1972-05-09,,,,1972-05-24,1972-05-09,1972-05-07,Sno-go,1972-05-26,,,,,
3837,Chena River at Fairbanks,1972,1972-05-10,,1972-05-11,,1972-05-05,1972-05-05,,2000-5-11,,,,,,
3879,Chisana River at Northway,1972,1972-05-07,,1972-04-10,,1972-04-10,,1972-05-19,,,,,,,
3908,Delta River at Big Delta,1972,,2000-4-15,,,,,,,,,,,,
4008,Nabesna River nr Northway,1972,1972-05-07,,1972-04-16,,1972-04-16,,1972-05-19,,,,,,,
4015,Nenana River at Healy,1972,1972-05-07,,1972-05-05,,1972-05-05,,,,,,,,,
4036,Nenana River at McKinley Park,1972,1972-05-05,,1972-04-18,,1972-03-15,,1972-05-23,,,,,,,
4047,Phelan Creek at Trimms Camp,1972,1972-05-12,,1972-05-08,,1972-05-03,,1972-05-15,Fielding Lake broke on ma,,,,,,
4082,Tanana River at Cathedral Bluffs,1972,,2000-4-21,1972-04-19,,,1972-05-02,,,,,,,,
4214,Tanana River at Nenana,1972,1972-05-10,11,1972-05-10,,1972-05-10,1972-05-14,1972-05-08,5-1,,,,,,
4266,Tanana River at Tanacross,1972,1972-05-10,,1972-05-09,,1972-04-15,,1972-05-17,,,,,,,
4282,Tanana River at Tanana,1972,1972-05-11,,1972-05-12,,1972-05-09,1972-05-06,,2000-5-13,,,,,,
4487,Alatna River at Allakaket,1972,1972-05-19,,,,,1972-05-03,1972-05-03,snowmachine,,\r,,,,
4507,Andreafsky River at St. Marys,1972,1972-05-23,,,,1972-05-28,1972-05-18,1972-05-15,snowmachine,1972-05-28,\r,,,,
4521,Anvik River at Anvik,1972,1972-05-20,,,,1972-05-20,1972-05-13,1972-05-13,snowmachine,1972-05-21,\r,,,,
4692,Koyukuk River at Allakaket,1972,1972-05-14,,,,,1972-05-08,1972-05-06,snowmachine,,\r,,,,
4754,Koyukuk River at Bettles,1972,1972-05-10,atnight,1972-05-10,,1972-05-17,1972-05-09,1972-05-08,Caterpillar,1972-05-17,\r,,,,
4805,Koyukuk River at Hughes,1972,1972-05-15,03:45am,,,,1972-05-13,1972-05-12,snowmachine,,\r,,,,
4879,Kwiguk Pass at Emmonak,1972,1972-05-28,,,,1972-06-05,1972-05-28,1972-05-25,Skidoo,1972-06-03,\r,,,,
4893,Lake Minchumina at Lake Minchumina,1972,,,,,1972-06-05,,,,1972-06-05,\r,,,,
4935,Polte Slough at Marshall,1972,,,,,1972-05-30,1972-05-20,1972-05-18,,1972-05-30,\r,,,,
4969,Walker Slough nr Holy Cross,1972,1972-05-19,,,,,1972-05-18,1972-05-16,snowmachine,1972-05-31,\r,,,,
4993,Yukon River at Alakanuk,1972,1972-05-29,,,,,,,,,\r,,,,
5045,Yukon River at Anvik,1972,1972-05-21,,,,1972-05-22,1972-05-17,1972-05-17,snowmachine,1972-05-27,\r,,,,
5088,Yukon River at Beaver,1972,1972-05-14,10:55pm,1972-05-14,,1972-05-23,1972-05-08,1972-04-28,snowmachine,1972-05-21,\r,,,,
5250,Yukon River at Dawson,1972,,,1972-05-13,,,,,,,\r,,,,
5324,Yukon River at Eagle,1972,1972-05-11,01:00am,1972-05-12,,1972-05-26,1972-05-02,1972-05-01,snowmachine,1972-05-25,\r,,,,
5436,Yukon River at Fort Yukon,1972,1972-05-10,,,,1972-05-23,1972-05-02,1972-04-30,All,1972-05-23,\r,,,,
5515,Yukon River at Grayling,1972,1972-05-21,,,,1972-05-27,1972-05-14,1972-05-16,snowmachine,1972-05-28,\r,,,,
5634,Yukon River at Holy Cross,1972,1972-05-20,,,,,1972-05-18,1972-05-16,snowmachine,1972-05-31,\r,,,,
5678,Yukon River at Kaltag,1972,1972-05-20,01:55am,1972-05-20,,,,,,,\r,,,,
5757,Yukon River at Marshall,1972,1972-05-23,,,,1972-05-30,1972-05-20,1972-05-18,snowmachine,1972-05-30,\r,,,,
5889,Yukon River at Pilot Station,1972,1972-05-24,,,,,1972-05-24,1972-05-20,snowmachine,1972-05-30,\r,,,,
5992,Yukon River at Ruby,1972,1972-05-17,07:30pm,1972-05-17,,1972-05-29,1972-05-14,1972-05-14,Snowmachine,1972-05-26,\r,,,,
6036,Yukon River at Russian Mission,1972,1972-05-22,,,,1972-06-01,1972-05-20,1972-05-15,Airplane or snowmachine,1972-05-29,\r,,,,
6083,Yukon River at Stevens Village,1972,1972-05-22,,,,1972-05-24,1972-05-12,1972-05-08,,1972-05-25,\r,,,,
6163,Yukon River at Tanana,1972,1972-05-13,,,,1972-05-24,1972-05-09,1972-05-06,Snowmachine,1972-05-26,\r,,,,
6513,Yukon River at Galena,1972,,,1972-05-20,,,,,,,,,,,
97,Beaufort Sea at Barter Island,1971,,,,,1971-07-08,1971-06-15,1971-05-25,,,,,,,
116,Bering Sea at Gambell,1971,,,,,,1971-05-10,,,1971-05-20,,,,,
404,Kobuk River at Kiana,1971,,,,,1971-06-01,1971-05-25,1971-05-22,,,,,,,
445,Kobuk River at Kobuk,1971,,,,,1971-05-25,1971-05-20,1971-05-17,,1971-05-28,,,,,
582,Kotzebue Sound at Kotzebue,1971,,,,,1971-06-05,1971-06-03,1971-05-24,,,,,,,
658,Lake Troutman nr Gambell,1971,,,,,,1971-05-24,1971-05-15,,1971-07-01,,,,,
720,Norton Sound at Elim,1971,,,,,1971-05-30,1971-05-18,1971-05-18,,1971-05-25,,,,,
733,Norton Sound at Nome,1971,,,,,1971-06-04,1971-05-20,1971-05-15,,1971-06-05,,,,,
854,Selawik River at Selawik,1971,,,,,1971-06-01,1971-06-04,1971-06-01,,1971-06-05,,,,,
898,Snake River at Nome,1971,,,,,,1971-05-22,1971-05-18,,1971-06-01,,,,,
925,Squirrel River nr Kiana,1971,,,,,1971-06-04,1971-05-24,1971-05-20,,,,,,,
984,Wales River at Wales,1971,,,,,,1971-05-23,1971-05-20,,1971-06-19,,,,,
1069,Sagavanirktok River at Prudhoe,1971,,,1971-06-08,,,,,,,,,,,
1304,Mankomen Lake at Mankomen Lake,1971,,,,,,1971-06-19,1971-06-19,,1971-06-19,,,,,
1328,Slana River nr Slana,1971,,,,,,1971-05-09,1971-05-09,,1971-05-23,,,,,
1337,Snowshoe Lake at Snowshoe Lake,1971,,,,,,1971-05-24,1971-05-22,,1971-06-03,,,,,
1387,Twin Lakes nr Slana,1971,,,,,,1971-05-26,1971-05-26,,1971-06-12,,,,,
1486,Beluga Lake at Homer,1971,,,,,1971-03-13,1971-03-06,1971-02-20,,1971-04-07,,,,,
1582,Daniels Lake nr Kenai,1971,,,,,,1971-04-28,1971-04-25,,1971-06-02,,,,,
1609,Echo Lake nr Palmer,1971,,,,,,1971-05-07,,,1971-05-19,,,,,
1745,Kenai River at Sterling,1971,,,,,,1971-03-31,1971-03-31,,,,,,,
1769,Lake Hood-Spenard at Anchorage,1971,,,,,,,1971-05-01,,1971-05-23,,,,,
1856,Matanuska River at Palmer,1971,,,,,,1971-04-16,,,,,,,,
1893,Moose River at Sterling,1971,,,,,,1971-04-22,1971-04-18,,1971-05-14,,,,,
2035,Susitna River at Talkeetna,1971,,,,,,1971-05-04,1971-04-20,,1971-05-20,,,,,
2056,Talkeetna River at Talkeetna,1971,,,,,,1971-05-21,1971-04-08,,1971-05-12,,,,,
2070,Trail Lake nr Moose Pass (Lower Lake),1971,,,,,1971-05-24,1971-05-19,1971-05-01,,1971-06-10,,,,,
2106,Willow Creek at Willow,1971,,,,,1971-05-16,1971-04-20,1971-04-02,,1971-05-29,,,,,
2394,Aniak River at Aniak,1971,,,,,,1971-05-01,1971-04-20,,,,,,,
2458,Crooked Creek at Crooked Creek,1971,,,,,1971-05-12,1971-05-03,1971-05-01,,1971-05-24,,,,,
2477,Eek Lake at Eek,1971,,,,,,1971-05-28,1971-05-21,,1971-06-04,,,,,
2496,Eek River at Eek,1971,,,,,1971-05-27,1971-05-24,1971-05-22,,1971-05-13,,,,,
2529,Egegik River at Egegik,1971,,,,,,1971-05-07,1971-05-05,,1971-05-29,,,,,
2618,Intricate Bay at Pope Vannoy Landing,1971,,,,,1971-06-14,1971-05-29,1971-05-26,,1971-06-20,,,,,
2638,Johnson River at Nunapitchuk,1971,,,,,1971-05-29,1971-05-20,1971-05-20,,1971-06-10,,,,,
2665,Kanektok River at Quinhagak,1971,,,,,1971-05-22,1971-05-16,1971-05-10,,1971-05-31,,,,,
2749,Kuskokwim River at Aniak,1971,,,,,,1971-05-15,1971-04-10,,1971-06-11,,,,,
2822,Kuskokwim River at Bethel,1971,,,1971-05-24,,1971-05-29,1971-05-19,1971-05-14,,1971-05-30,,,,,
2886,Kuskokwim River at Crooked Creek,1971,,,,,1971-05-15,1971-05-15,1971-05-13,,,,,,,
2931,Kuskokwim River at Kalskag,1971,,,,,1971-05-20,1971-05-15,1971-05-12,,1971-05-27,,,,,
2986,Kuskokwim River at McGrath,1971,,,1971-05-16,,,1971-05-06,1971-05-07,,1971-05-20,,,,,
3028,Kuskokwim River at Medfra,1971,,,,,1971-05-20,1971-05-20,1971-05-01,,1971-05-21,,,,,
3097,Kuskokwim River at Quinhagak,1971,,,,,1971-05-20,,1971-05-09,,1971-05-31,,,,,
3195,Kuskokwim River nr Tatalina,1971,,,,,1971-05-10,1971-05-10,1971-05-07,,1971-05-17,,,,,
3343,Nushagak River at Ekwok,1971,,,,,1971-05-30,1971-05-16,1971-05-15,,1971-05-28,,,,,
3367,Packer Lake nr Ugashik,1971,,,,,,1971-05-21,1971-05-14,,,,,,,
3437,Takotna River nr Tatalina,1971,,,,,1971-05-07,1971-05-10,1971-05-07,,1971-05-17,,,,,
3465,Ugashik River at Ugashik,1971,,,,,,1971-05-20,1971-05-18,,,,,,,
3713,Cantwell River nr Cantwell,1971,,2000-5-15,1971-05-01,,,1971-06-02,,,,,,,,
3725,Cantwell River at Summit,1971,,2000-5-15,1971-05-01,,,1971-06-02,,,,,,,,
3878,Chisana River at Northway,1971,,2000-4-15,1971-04-05,,,1971-05-07,,,,,,,,
3927,Edes Lake nr Cantwell,1971,,2000-5-18,1971-05-05,,,1971-06-26,,,,,,,,
3965,Lake Minchumina at Lake Minchumina,1971,,2000-6-5,1971-05-13,,1971-05-15,,1971-06-06,,,,,,,
3977,Mirror Lake nr Cantwell,1971,,2000-5-18,1971-05-05,,,1971-06-24,,,,,,,,
4007,Nabesna River nr Northway,1971,,2000-4-15,1971-04-05,,,1971-05-15,,,,,,,,
4035,Nenana River at McKinley Park,1971,,2000-4-15,1971-03-01,,,1971-05-12,,,,,,,,
4046,Phelan Creek at Trimms Camp,1971,,2000-5-18,1971-05-04,,,1971-06-24,,,,,,,,
4213,Tanana River at Nenana,1971,,2000-31pm,1971-05-08,,1971-05-12,1971-05-05,,5-12,,,,,,
4281,Tanana River at Tanana,1971,,2000-5-15,1971-05-05,,1971-04-27,,1971-05-19,,,,,,,
4486,Alatna River at Allakaket,1971,,,,,1971-05-16,1971-05-10,1971-05-10,,1971-05-21,\r,,,,
4506,Andreafsky River at St. Marys,1971,,,,,,1971-05-22,1971-05-18,,1971-06-02,\r,,,,
4520,Anvik River at Anvik,1971,,,,,1971-05-23,1971-05-21,1971-05-20,,1971-05-29,\r,,,,
4656,John River at Bettles,1971,,,,,,,,,1971-05-22,\r,,,,
4691,Koyukuk River at Allakaket,1971,,,,,1971-05-16,1971-05-10,1971-05-01,,1971-05-18,\r,,,,
4753,Koyukuk River at Bettles,1971,,,,,1971-05-15,1971-05-12,1971-05-10,,1971-05-22,\r,,,,
4804,Koyukuk River at Hughes,1971,,,,,1971-05-17,1971-05-11,1971-05-11,,1971-05-21,\r,,,,
4934,Polte Slough at Marshall,1971,,,,,1971-06-01,1971-05-22,1971-05-17,,1971-05-31,\r,,,,
4968,Walker Slough nr Holy Cross,1971,,,,,1971-05-21,1971-05-20,1971-05-15,,1971-05-30,\r,,,,
4985,Wild River nr Bettles,1971,,,,,,,,,1971-05-27,\r,,,,
5044,Yukon River at Anvik,1971,,,,,1971-05-25,1971-05-20,1971-05-10,,1971-05-29,\r,,,,
5249,Yukon River at Dawson,1971,,,1971-05-12,,,,,,,\r,,,,
5323,Yukon River at Eagle,1971,,,,,1971-05-23,1971-05-06,1971-05-03,,1971-05-19,\r,,,,
5435,Yukon River at Fort Yukon,1971,,,,,1971-05-21,1971-05-10,1971-04-26,,1971-05-27,\r,,,,
5514,Yukon River at Grayling,1971,,,,,1971-05-23,1971-05-15,1971-05-12,,,\r,,,,
5633,Yukon River at Holy Cross,1971,,,,,1971-05-22,1971-05-20,1971-05-15,,1971-05-30,\r,,,,
5677,Yukon River at Kaltag,1971,1971-05-19,07:05pm,1971-05-19,,,,,,,\r,,,,
5735,Yukon River at Kwiguk,1971,,,,,1971-06-05,1971-05-31,1971-05-31,,1971-06-04,\r,,,,
5756,Yukon River at Marshall,1971,,,,,1971-06-01,1971-05-22,1971-04-17,,1971-05-31,\r,,,,
5808,Yukon River at Mountain Village,1971,,,,,1971-06-02,1971-05-27,1971-05-22,Snow sled,1971-06-02,\r,,,,
6035,Yukon River at Russian Mission,1971,,,,,1971-05-31,1971-05-21,1971-05-17,,,\r,,,,
6082,Yukon River at Stevens Village,1971,,,,,,,,,1971-05-22,\r,,,,
6162,Yukon River at Tanana,1971,,,,,1971-05-17,1971-05-05,1971-04-26,,1971-05-24,\r,,,,
6512,Yukon River at Galena,1971,,,1971-05-23,,,,,,,,,,,
6864,Chena River at Fairbanks,1971,,,1971-04-22,unknown,,,,,,articles in the News-Miner...courtesy Rick Thoman,2017-09-21,2017-09-21,,
37,Arctic Ocean at Barrow,1970,,,,,1970-07-22,1970-06-13,1970-06-13,,1970-07-22,,,,,
96,Beaufort Sea at Barter Island,1970,,,,,1970-07-20,1970-07-08,1970-07-05,,,,,,,
115,Bering Sea at Gambell,1970,,,,,,1970-04-25,,,1970-05-01,,,,,
223,Camden Bay at Camden Bay,1970,,,,,,1970-06-20,1970-05-25,Track type,,,,,,
403,Kobuk River at Kiana,1970,,,,,1970-05-21,1970-05-12,1970-05-10,,1970-05-23,,,,,
444,Kobuk River at Kobuk,1970,,,,,1970-05-17,1970-05-12,1970-05-06,,1970-05-20,,,,,
581,Kotzebue Sound at Kotzebue,1970,,,,,1970-06-18,1970-05-20,1970-05-25,,1970-06-22,,,,,
719,Norton Sound at Elim,1970,,,,,,1970-05-29,1970-05-18,,1970-05-25,,,,,
732,Norton Sound at Nome,1970,,,,,1970-06-01,1970-05-24,1970-05-16,,1970-05-26,,,,,
853,Selawik River at Selawik,1970,,,,,1970-05-01,1970-05-26,1970-05-25,,1970-05-28,,,,,
897,Snake River at Nome,1970,,,,,1970-05-13,1970-05-11,1970-04-26,,1970-05-19,,,,,
924,Squirrel River nr Kiana,1970,,,,,1970-05-22,1970-05-12,1970-05-10,,1970-05-22,,,,,
960,Unalakleet River at Unalakleet,1970,,,,,1970-05-11,1970-04-25,1970-04-25,,1970-05-14,,,,,
983,Wales River at Wales,1970,,,,,1970-05-12,1970-05-12,1970-05-11,,1970-06-20,,,,,
1068,Sagavanirktok River at Prudhoe,1970,,,1970-06-07,,,,,,,,,,,
1106,Cobb Lake nr Slana,1970,,,,,,1970-05-04,1970-05-04,,1970-05-25,,,,,
1133,Copper River nr Chitina,1970,,,,,,1970-04-03,,,1970-04-16,,,,,
1303,Mankomen Lake at Mankomen Lake,1970,,,,,,1970-06-12,1970-06-12,,1970-06-25,,,,,
1327,Slana River nr Slana,1970,,,,,,1970-04-19,1970-04-19,,1970-05-12,,,,,
1336,Snowshoe Lake at Snowshoe Lake,1970,,,,,,1970-05-15,1970-05-10,,1970-05-21,,,,,
1386,Twin Lakes nr Slana,1970,,,,,1970-05-31,1970-05-23,1970-05-23,,1970-06-06,,,,,
1485,Beluga Lake at Homer,1970,,,,,,1970-04-18,1970-04-02,,1970-04-30,,,,,
1581,Daniels Lake nr Kenai,1970,,,,,,1970-03-20,1970-03-17,,,,,,,
1608,Echo Lake nr Palmer,1970,,,,,,1970-04-16,,,1970-04-28,,,,,
1637,Eklutna Lake nr Eklutna,1970,,,,,,1970-03-20,1970-03-13,,,,,,,
1768,Lake Hood-Spenard at Anchorage,1970,,,,,,,1970-04-01,,,,,,,
1855,Matanuska River at Palmer,1970,,,,,,1970-03-01,,,,,,,,
1892,Moose River at Sterling,1970,,,,,,1970-03-22,1970-03-20,,1970-04-25,,,,,
1918,Puntilla Lake at Puntilla,1970,,,,,,1970-06-03,1970-05-30,,1970-06-08,,,,,
2069,Trail Lake nr Moose Pass (Lower Lake),1970,,,,,1970-05-01,1970-03-21,1970-03-16,,1970-05-10,,,,,
2105,Willow Creek at Willow,1970,,,,,1970-05-01,1970-03-27,1970-03-20,,1970-05-02,,,,,
2393,Aniak River at Aniak,1970,,,,,,1970-04-27,1970-04-27,,,,,,,
2457,Crooked Creek at Crooked Creek,1970,,,,,1970-04-29,1970-04-25,1970-05-01,,1970-05-13,,,,,
2476,Eek Lake at Eek,1970,,,,,1970-05-18,1970-05-16,1970-05-13,,1970-05-21,,,,,
2495,Eek River at Eek,1970,,,,,1970-05-11,1970-05-08,1970-05-06,,1970-05-13,,,,,
2528,Egegik River at Egegik,1970,,,,,,1970-02-15,1970-02-06,,1970-03-30,,,,,
2595,Iliamna Lake at Iliamna,1970,,,,,1970-03-23,1970-03-22,1970-03-14,,1970-04-02,,,,,
2617,Intricate Bay at Pope Vannoy Landing,1970,,,,,,1970-04-19,1970-04-13,,1970-04-21,,,,,
2637,Johnson River at Nunapitchuk,1970,,,,,1970-05-14,1970-05-13,1970-05-09,,1970-05-20,,,,,
2664,Kanektok River at Quinhagak,1970,,,,,1970-04-24,1970-04-19,1970-04-12,,1970-05-07,,,,,
2679,Kuskokwim Bay at Cape Newenham,1970,,,,,,,,,1970-04-14,,,,,
2748,Kuskokwim River at Aniak,1970,,,,,,1970-05-03,1970-05-01,,,,,,,
2821,Kuskokwim River at Bethel,1970,,,1970-05-12,,1970-05-17,1970-05-11,1970-05-05,,1970-05-18,,,,,
2885,Kuskokwim River at Crooked Creek,1970,,,,,1970-05-08,1970-05-06,1970-05-05,,1970-05-13,,,,,
2930,Kuskokwim River at Kalskag,1970,,,,,1970-05-09,1970-05-01,1970-04-22,,1970-05-15,,,,,
2985,Kuskokwim River at McGrath,1970,,,,,1970-05-09,1970-05-10,1970-05-01,,1970-05-10,,,,,
3027,Kuskokwim River at Medfra,1970,,,,,1970-05-10,1970-05-10,1970-04-24,,1970-05-11,,,,,
3096,Kuskokwim River at Quinhagak,1970,,,,,,1970-04-26,1970-04-05,,1970-05-16,,,,,
3287,Newhalen River at Iliamna,1970,,,,,1970-04-11,1970-03-28,1970-03-14,,1970-04-11,,,,,
3342,Nushagak River at Ekwok,1970,,,,,1970-05-14,1970-04-18,1970-04-18,,1970-05-14,,,,,
3366,Packer Lake nr Ugashik,1970,,,,,,1970-03-01,1970-02-26,,,,,,,
3436,Takotna River nr Tatalina,1970,,,,,1970-04-15,1970-05-01,1970-04-15,,1970-05-15,,,,,
3464,Ugashik River at Ugashik,1970,,,,,,1970-05-26,1970-02-23,,,,,,,
3703,Brown Lake nr Livengood,1970,,2000-5-25,1970-04-20,,1970-04-20,,1970-05-25,,,,,,,
3712,Cantwell River nr Cantwell,1970,,2000-4-23,1970-04-20,,,,,,,,,,,
3724,Cantwell River at Summit,1970,,2000-4-23,1970-04-20,,,,,,,,,,,
3877,Chisana River at Northway,1970,,2000-4-25,1970-04-24,,1970-04-15,,1970-04-25,,,,,,,
3926,Edes Lake nr Cantwell,1970,,2000-5-11,1970-05-08,,,1970-06-06,,,,,,,,
3976,Mirror Lake nr Cantwell,1970,,2000-5-11,1970-05-08,,,1970-06-04,,,,,,,,
4006,Nabesna River nr Northway,1970,,2000-4-28,1970-04-15,,,1970-05-02,,,,,,,,
4045,Phelan Creek at Trimms Camp,1970,,2000-5-3,1970-05-01,,,1970-06-04,,,,,,,,
4212,Tanana River at Nenana,1970,,2000-37am,1970-05-04,,1970-05-10,1970-04-20,,5-10,,,,,,
